TICKER, CUR_RATIO, CUR_RATIO_AV, CUR_RATIO_CMP_TO_AV, PRICE_TO_BOOK, EARNING_GROWTH_YOY, EARNING_GROWTH_AV, EARNING_GROWTH_CMP_TO_AV, ALTMAN_ZSCORE, DIVIDEND_YIELD
MMM, 1.857291531156498, 1.7200425152843348, 0.1372490158721631, 11.224853642363104, -0.037366548042704624, -0.7641364945633503, 0.7267699465206456, 1.8605722173643693, 0.028300000000000002
ABT, 2.2606597845601435, 2.2518869079741397, 0.008772876586003786, 1.6126471284843533, -0.6679209783631233, 0.21241238113843916, -0.8803333595015624, 0.6713831715676593, 0.016
ABBV, 1.2753440298059011, 2.400151267157737, -1.1248072373518359, 21.762548188377057, -0.10818074920208298, -0.092517543328727, -0.015663205873355984, 1.0785578193819059, 0.0479
ACN, 1.3382478549759544, 1.554371715684612, -0.21612386070865752, 10.004951809995564, 0.15946983327335973, 3.489899179315104, -3.3304293460417442, 2.821262126375246, 0.0184
ATVI, 1.77996177996178, 1.8617676930527631, -0.08180591309098317, 3.071864482684403, -0.717391304347826, 0.31319553523993765, -1.0305868395877638, 0.82013586898754, 0.0049
AAP, 1.559408257873272, 1.559408257873272, 0.0, 3.182283302330569, 0.03455665742719017, 0.03455665742719017, 0.0, 1.7172695161101712, 0.0015
AES, 1.0613802256138023, 1.1962011167261053, -0.134820891112303, 1.3601049917858266, -1.774869109947644, -1.174820109399051, -0.600049000548593, 0.5517004284910129, 0.0353
AET, 0.912098354813803, 1.1465796052782662, -0.23448125046446322, 2.2788712254394814, -0.15558510638297873, 0.7314515521814611, -0.8870366585644398, 1.4127508347996243, 0.01
AMG, 1.6372748895684675, 3.7145084825912247, -2.0772335930227572, 1.7645615887021278, 0.36495263870094724, 0.2249034760529996, 0.14004916264794764, 0.7855519013651469, 0.0106
AFL, 0.4359972677595628, 2.2786661789894374, -1.8426689112298744, 1.3154105953650337, 0.7314779992478375, 0.7542065809228914, -0.02272858167505387, 0.23966296550843036, 0.024300000000000002
A, 3.3008709422011084, 2.2518869079741397, 1.0489840342269687, 10.195645796498015, 0.4805194805194805, 0.21241238113843916, 0.2681070993810414, 1.4075823458083454, 0.0091
APD, 2.3610687022900763, 1.6772080735520536, 0.6838606287380227, 2.597467330666486, 0.029590017825311943, -0.05997742281686289, 0.08956744064217484, 1.0597019767279137, 0.028300000000000002
ALK, 0.7948148148148149, 0.6173616932359995, 0.17745312157881532, 2.604943335675029, 0.2702702702702703, 0.06027936977804329, 0.209990900492227, 1.2334575853303735, 0.020099999999999996
ALB, 2.0630455690405314, 1.851588995265958, 0.21145657377457328, 0.9201676230039172, -0.7921853258621339, 0.24874152948010178, -1.0409268553422357, 0.9024546749658895, 0.0127
ARE, 1.7826500071262292, 3.5482943954945076, -1.7656443883682784, 1.3120378356514595, 4.8997570232333985, 0.9324134170656921, 3.9673436061677063, 0.23649471779944145, 0.0304
ALLE, 2.2411024305555554, 2.4624523102639033, -0.22134987970834796, 20.198442943597374, 0.1967993079584775, 0.2744743456225603, -0.07767503766408279, 2.02793110484787, 0.0096
AGN, 1.1552177577400717, 2.400151267157737, -1.2449335094176652, 1.5630897311346454, -2.974331550802139, -0.092517543328727, -2.881814007473412, 0.10409983042376696, 0.0182
ADS, 2.43484088422837, 1.5664104703827437, 0.8684304138456262, 5.1743782623800945, 0.5237635239567233, 0.5519058347009648, -0.02814231074424145, 1.0029694697065341, 0.011000000000000001
LNT, 0.42117263843648206, 0.6374332984974767, -0.2162606600609946, 2.1408917615742182, 0.21963616907437133, 0.3800845225216797, -0.16044835344730835, 0.3307612412652218, 0.0313
ALL, 0.6932606541129831, 0.6761028482688358, 0.017157805844147278, 1.342522799076724, 0.6989877464038359, -3.1757702101879763, 3.874757956591812, 0.42996451746521924, 0.020499999999999997
MO, 0.6395759717314488, 0.9962069809791188, -0.35663100924767, 7.578026313401088, -0.2820134793597304, -0.203696394852279, -0.07831708450745142, 1.4781084839957195, 0.050300000000000004
AEE, 0.5482993197278911, 0.8043503902413289, -0.2560510705134378, 1.8511860459500284, -0.19726858877086495, 0.29707526106145066, -0.4943438498323156, 0.3830556366127138, 0.029500000000000002
AAL, 0.6112002138465651, 0.6173616932359995, -0.006161479389434454, 5.821915229930803, -0.2828849028400598, 0.06027936977804329, -0.34316427261810306, 1.0441254210505875, 0.011399999999999999
AEP, 0.5141997025860505, 0.6374332984974767, -0.12323359591142613, 1.9734500834117994, 2.108622078968574, 0.3800845225216797, 1.728537556446894, 0.3809178857576847, 0.036699999999999997
AXP, 1.7679759214232924, 0.8608531355395896, 0.9071227858837028, 3.793527419622354, -0.4940828402366864, -0.29894619198377087, -0.19513664825291555, 0.6645781014166239, 0.015
AIG, 0.5917532731802706, 0.6761028482688358, -0.08434957508856522, 0.5565618020773186, -22.397683397683398, -3.1757702101879763, -19.22191318749542, 0.0026660102264672025, 0.031
AMT, 0.8109151705744199, 1.1759227553980418, -0.36500758482362194, 9.334929073370487, 0.2627782357790602, 0.3369287316452216, -0.0741504958661614, 0.4622895521629592, 0.0207
AWK, 0.3096774193548387, 0.3096774193548387, 0.0, 2.664028578111378, -0.08974358974358974, -0.08974358974358974, 0.0, 0.3090174148933653, 0.0206
AMP, 2.491346629306082, 3.7145084825912247, -1.2231618532851427, 2.822459770275548, 0.1263318112633181, 0.2249034760529996, -0.09857166478968149, 0.2395627567420734, 0.0277
ABC, 0.906225276785343, 1.958814415235984, -1.052589138450641, 3.320662839040624, -0.744746412461684, -0.583768521768018, -0.16097789069366608, 4.454261149100635, 0.0167
AME, 1.6990584571554534, 1.7594150023045914, -0.06035654514913791, 3.7163179709904246, 0.33058548338598637, 0.2631886028066202, 0.06739688057936616, 1.1936247960389026, 0.0078000000000000005
AMGN, 5.485144124168515, 3.2361879259361426, 2.248956198232372, 4.563555675594043, -0.7437192437192437, -0.7286916900874028, -0.01502755363184094, 1.3589209899870591, 0.0274
APH, 2.9479549195897174, 2.8493280362984423, 0.09862688329127511, 6.428619577755569, -0.20646168628392986, -0.670483887796904, 0.4640222015129742, 1.6373525537455458, 0.0102
APC, 1.7311827956989247, 1.260509387911391, 0.47067340778753364, -1.0677566256478954, 0.9248575498575499, 2.5699793866213905, -1.6451218367638405, 0.2107861523046815, 0.0182
ADI, 1.4729630177181188, 3.9100322019355396, -2.437069184217421, 1.6833665473926207, -0.15598307460912839, 0.3208159335329324, -0.4767990081420608, 0.5736879084572, 0.0218
ANTM, 1.5526117485870867, 1.1465796052782662, 0.40603214330882054, 2.360235142168106, 0.5559154587415985, 0.7314515521814611, -0.17553609343986254, 1.806991179825984, 0.0113
AON, 1.0722853782830262, 1.1262116075084367, -0.05392622922541057, 4.585931030665635, -0.6528332003192339, -0.10621313895300825, -0.5466200613662257, 0.6564881078307863, 0.0103
AOS, 2.240710209258085, 2.4624523102639033, -0.22174210100581826, 4.5975993914649065, -0.09188361408882083, 0.2744743456225603, -0.36635795971138113, 1.9746578786684328, 0.0183
APA, 1.452808112324493, 1.260509387911391, 0.1922987244131018, 2.826088072025833, 2.212096774193548, 2.5699793866213905, -0.35788261242784225, 0.5320075833155693, 0.0275
AIV, 0.4452973776754163, 0.3158827739306347, 0.1294146037447816, 3.6248044762472422, -0.28181586804973585, -0.2195170151690129, -0.062298852880722955, 0.3176830922531453, 0.0353
AAPL, 1.2760628484139107, 1.5005950354721882, -0.2245321870582775, 6.847714375880469, 0.058309803664061986, -0.05098264240179553, 0.10929244606585752, 1.421971755873149, 0.0131
AMAT, 3.139246658566221, 3.436901667458752, -0.29765500889253094, 4.028619647473168, 0.9953515398024404, 0.43082866448006685, 0.5645228753223736, 2.199532138708938, 0.0226
APTV, 1.593502824858757, 1.5272478663300877, 0.06625495852866936, 5.035074232800415, 0.22465437788018433, 1.1207541552322269, -0.8960997773520425, 1.802421480099555, 0.011399999999999999
ADM, 1.585123309466985, 1.585123309466985, 0.0, 1.2404263965440192, 0.24378881987577639, 0.24378881987577639, 0.0, 1.9247689409542348, 0.0275
ARNC, 2.258498583569405, 1.7158010340900391, 0.542697549479366, 0.3849576890115661, 0.9303201506591338, 0.03969249239827617, 0.8906276582608575, 1.1319865464857617, 0.0118
AJG, 1.0525822934267044, 1.1262116075084367, -0.07362931408173234, 3.008252693410583, 0.12179775280898876, -0.10621313895300825, 0.22801089176199701, 0.694706976010731, 0.022000000000000002
AIZ, 0.9254276563399406, 1.4207696144619684, -0.49534195812202775, 1.5486782193961575, -0.08100459851432613, 0.5450633191234475, -0.6260679176377737, 0.23754753860045538, 0.0231
T, 0.9724409932546167, 0.9137921114347897, 0.05864888181982708, 1.2581212932222585, 1.238580964524113, 1.2341445814090293, 0.004436383115083764, 0.6273039652261545, 0.06559999999999999
ADP, 1.0538048767656574, 1.1956568259172373, -0.14185194915157995, 18.063879269658766, -0.06495904003692166, -0.20418544688480292, 0.13922640684788126, 0.7005633471322898, 0.0196
AVB, 0.7233056615599568, 0.3158827739306347, 0.4074228876293221, 2.357139396300119, -0.15192684974867177, -0.2195170151690129, 0.06759016542034113, 0.3247938411174866, 0.0335
AVY, 1.134952834973121, 1.5806896732264064, -0.44573683825328536, 8.338013471364631, -0.12129716245712503, 0.9462140274926746, -1.0675111899497995, 1.8978366576471815, 0.0223
BHGE, 2.0792401933235922, 1.978454900755383, 0.10078529256820912, 4.33410767620555, -0.0, 0.251231262449366, -0.251231262449366, 0.5351937857862793, 0.0264
BLL, 0.9150231312393474, 0.9150231312393474, 0.0, 3.5467618031025445, 0.42857142857142855, 0.42857142857142855, 0.0, 0.8503923284767407, 0.0084
BAC, 0.3848366269690253, 0.3373269742753228, 0.0475096526937025, 0.9120265197353558, 0.0230052743799798, -0.13352811184746935, 0.15653338622744914, -0.5420403105693365, 0.0216
BK, 0.5035892691336167, 3.7145084825912247, -3.210919213457608, 1.104699081720007, 0.15952649379932357, 0.2249034760529996, -0.06537698225367602, -0.4240259766621363, 0.0236
BAX, 2.574618929457639, 2.2518869079741397, 0.3227320214834992, 3.0815463328521444, -0.8542086186065244, 0.21241238113843916, -1.0666209997449636, 1.2818631291173195, 0.0121
BBT, 0.027928728652298663, 0.0646410923820023, -0.03671236372970364, 1.087061223063409, -0.011056511056511056, 0.3262294481086683, -0.33728595916517934, -0.8183175944213323, 0.0329
BDX, 5.575703171753441, 2.2518869079741397, 3.323816263779301, 8.20606676873071, 0.12704918032786885, 0.21241238113843916, -0.0853632008105703, 1.0454623561929264, 0.0128
BBY, 1.2573877446590764, 1.2573877446590764, 0.0, 5.679920461533632, -0.17232808616404308, -0.17232808616404308, 0.0, 4.020605074484983, 0.0246
BLK, 1.3056282722513088, 3.7145084825912247, -2.408880210339916, 1.8495528769305958, 0.5794952681388013, 0.2249034760529996, 0.35459179208580166, 0.21390047421890868, 0.030299999999999997
HRB, 2.242293317971531, 2.242293317971531, 0.0, 15.028393500741439, 0.48938864431705065, 0.48938864431705065, 0.0, 2.4850094870052395, 0.0378
BA, 1.158026622118751, 1.7158010340900391, -0.5577744119712882, 458.5541849648103, 0.6745658835546476, 0.03969249239827617, 0.6348733911563714, 1.611943107598861, 0.018799999999999997
BWA, 1.4609929078014185, 1.5272478663300877, -0.06625495852866914, 2.0520692639875717, 2.0168539325842696, 1.1207541552322269, 0.8960997773520427, 1.6202209175637234, 0.0166
BXP, 2.773619326363351, 3.5482943954945076, -0.7746750691311566, 2.451788128845639, -0.013151407863826084, 0.9324134170656921, -0.9455648249295182, 0.3957271475123694, 0.0317
BMY, 1.5532782599602635, 1.958814415235984, -0.4055361552757206, 19.188542809712725, -0.7836698469048148, -0.583768521768018, -0.19990132513679681, 1.3776620122703427, 0.030699999999999998
AVGO, 6.256623171213919, 3.9100322019355396, 2.3465909692783793, 0.6258633750412966, 2.023441966838193, 0.3208159335329324, 1.7026260333052607, 0.8340498274510841, 0.0305
BR, 1.2750546764441013, 1.5664104703827437, -0.2913557939386424, 12.858831565404799, 0.30936352509179926, 0.5519058347009648, -0.2425423096091655, 2.1668614301573643, 0.0166
CHRW, 1.2633964443867491, 1.5494055595970722, -0.286009115210323, 7.975459240739666, -0.016539276642824865, 0.26845073208320075, -0.2849900087260256, 4.4320484976741295, 0.0202
CA, 1.3273110508882866, 1.8148120726165584, -0.4875010217282718, 3.238600906966988, -0.3858064516129032, -0.1850156392629526, -0.2007908123499506, 0.7839910637147354, 0.023
COG, 1.214121101499881, 1.260509387911391, -0.04638828641151016, 3.351440789605776, 1.2406790306959081, 2.5699793866213905, -1.3293003559254823, 0.41133617168344105, 0.0115
CPB, 0.6388425153032833, 0.9697543064072078, -0.33091179110392455, 8.366376463015971, -0.705749718151071, 0.4459209274156981, -1.1516706455667691, 0.8685007300126998, 0.0369
COF, 0.07018253212293218, 0.8608531355395896, -0.7906706034166575, 0.6122950337564025, -0.43846153846153846, -0.29894619198377087, -0.1395153464777676, -0.7227843645477454, 0.0179
CAH, 1.0725112479797319, 1.958814415235984, -0.8863031672562522, 2.7867131942792183, -0.7998454404945904, -0.583768521768018, -0.21607691872657242, 3.647593637584583, 0.0377
CCL, 0.18136363636363637, 0.38440904300669604, -0.20304540664305967, 1.4012092762391795, -0.062252608852105075, 32.03265474773529, -32.0949073565874, 0.5702700192054304, 0.0346
CAT, 1.34580966172812, 1.8713136490337563, -0.5255039873056362, 1.3533633533866225, 13.864406779661017, 8.03772380386156, 5.826682975799457, 0.9895224525526105, 0.0276
CBOE, 1.301497005988024, 1.2927580645957133, 0.008738941392310684, 3.2275535478060178, 1.1572428648357567, 1.7015408230865319, -0.5442979582507752, 0.8598632848448101, 0.011899999999999999
CBS, 1.5793051359516617, 4.086385161119822, -2.5070800251681606, 10.163233317496479, -0.1565721649484536, -0.8901764906697363, 0.7336043257212826, 1.325889042017067, 0.0123
CNP, 1.1062235255783643, 0.8043503902413289, 0.3018731353370354, 2.9031165698326995, 3.1481481481481484, 0.29707526106145066, 2.8510728870866977, 0.7064484983978918, 0.0408
CTL, 0.8634959851760345, 0.9137921114347897, -0.050296126258755125, 0.6754806194622655, 1.218849840255591, 1.2341445814090293, -0.015294741153438318, 0.3431962961413568, 0.105
CF, 2.5258620689655173, 2.1506742176907077, 0.3751878512748097, 1.3866531511112856, 3.848101265822785, 0.28827143890173423, 3.5598298269210504, 0.488622244068819, 0.0235
SCHW, 0.32246155807030163, 1.7459881671357311, -1.4235266090654295, 2.7177415152528654, 0.24616199047114876, 0.02758941954104759, 0.21857257093010116, -0.6850593507207602, 0.011200000000000002
CVX, 1.0296715578469193, 1.4580300433734539, -0.42835848552653455, 1.1221991969676968, 22.505800464037122, 8.075697800092525, 14.430102663944597, 0.6040688705151905, 0.0403
CB, 0.36648405054343025, 0.6761028482688358, -0.30961879772540557, 1.1689292354636658, -0.06626360338573156, -3.1757702101879763, 3.1095066068022446, -0.10140690486186082, 0.0233
CHD, 1.0697326203208557, 1.1032485722217338, -0.03351595190087808, 6.721910854761979, 0.6196078431372549, 0.16901269711744352, 0.45059514601981143, 1.2399214601034263, 0.0134
CI, 0.8560455738334507, 1.1465796052782662, -0.2905340314448155, 3.4226493142226673, 0.21106890938686923, 0.7314515521814611, -0.5203826427945919, 0.9179240430723971, 0.0002
XEC, 1.3767963459461368, 1.260509387911391, 0.11628695803474565, 2.5126350383429252, 2.209210793462866, 2.5699793866213905, -0.3607685931585243, 1.071731118216808, 0.0089
CINF, 1.194672131147541, 0.6761028482688358, 0.5185692828787052, 1.7835604933058027, 0.7681895093062606, -3.1757702101879763, 3.943959719494237, 0.47434603450694934, 0.027000000000000003
CTAS, 2.5493512335391704, 2.5534865351987626, -0.004135301659592194, 6.316158342425272, 0.7143144552861885, 0.3872717964186008, 0.3270426588675877, 1.7881054688069353, 0.0113
CSCO, 2.287294248196782, 2.3761607836829226, -0.08886653548614065, 5.820294417183594, -0.9885523987927984, -0.25857912136939964, -0.7299732774233988, 1.2282819393963942, 0.028900000000000002
C, 0.502913679261787, 0.3373269742753228, 0.16558670498646416, 0.8666982944737681, -1.4408301736180402, -0.13352811184746935, -1.3073020617705708, -0.42349436120748785, 0.0273
CFG, 0.03896840857118659, 0.0646410923820023, -0.025672683810815715, 0.7854821928952762, 0.5808612440191387, 0.3262294481086683, 0.25463179591047047, -0.8432257729176489, 0.028900000000000002
CTXS, 1.5538235020411018, 1.1956568259172373, 0.35816667612386444, 3.6739561548080104, -0.9532089687243936, -0.20418544688480292, -0.7490235218395908, 1.0600075900358448, 0.013600000000000001
CLX, 1.0925, 1.1032485722217338, -0.010748572221733754, 27.83136403242416, 0.17069701280227595, 0.16901269711744352, 0.0016843156848324325, 2.203338536546217, 0.025
CME, 1.0270094519945088, 1.2927580645957133, -0.2657486126012045, 2.584429900513163, 1.6487191187015189, 1.7015408230865319, -0.05282170438501299, 0.24363925082050963, 0.0152
CMS, 0.8890086206896551, 0.8043503902413289, 0.08465823044832621, 2.5694934561335114, -0.16455696202531644, 0.29707526106145066, -0.4616322230867671, 0.4930046223807163, 0.0294
KO, 1.3438626167536956, 2.193522214948333, -0.8496595981946375, 5.3378368041449145, -0.8195419847328245, -0.2995375380290668, -0.5200044467037577, 0.9119338975412512, 0.0326
CTSH, 3.2092286016202887, 1.554371715684612, 1.6548568859356767, 3.9432572020459355, -0.031551835157759174, 3.489899179315104, -3.5214510144728632, 2.172422103579032, 0.0116
CL, 1.3612089201877935, 1.1032485722217338, 0.2579603479660597, 218.14709380673258, -0.15931941221964424, 0.16901269711744352, -0.3283321093370878, 2.5964884671051096, 0.027999999999999997
CMCSA, 0.7448634107879969, 0.5518871042826623, 0.1929763065053346, 2.421192342012732, 1.5317855168601437, 1.209683232371489, 0.32210228448865474, 0.8989016905708782, 0.02
CMA, 0.16354413949754923, 0.3373269742753228, -0.1737828347777736, 1.3165019105619382, 0.5576519916142557, -0.13352811184746935, 0.6911801034617251, -0.7633244961491282, 0.028999999999999998
CAG, 0.8299375053505693, 0.9697543064072078, -0.13981680105663852, 3.616013796195572, 0.4606227106227106, 0.4459209274156981, 0.014701783207012487, 1.2219946194257687, 0.0239
COP, 1.75715653932106, 1.260509387911391, 0.49664715140966886, -0.4736623493792817, 0.7771846024164091, 2.5699793866213905, -1.7927947842049814, 0.6265719602291533, 0.0175
ED, 0.7215422276621787, 0.6374332984974767, 0.08410892916470203, 1.483957176514214, 0.2248995983935743, 0.3800845225216797, -0.1551849241281054, 0.4398200041462939, 0.0378
STZ, 1.7863937882449734, 0.0, 1.7863937882449734, 3.4816128651569973, 0.5142931392931392, 0.0, 0.5142931392931392, 1.0177205358405244, 0.0149
COO, 2.4064630143903054, 2.276192660588779, 0.13027035380152663, 12.045263904476203, 0.35649327028010186, -1.339041298236357, 1.695534568516459, 1.0095939454950922, 0.0002
GLW, 2.750701153007167, 2.8493280362984423, -0.09862688329127511, 0.8815868138127295, -1.1345060893098782, -0.670483887796904, -0.46402220151297413, 0.7848208129638259, 0.0218
COST, 1.0182174043962662, 0.8890325442276539, 0.1291848601686123, 7.863981342573063, 0.17133382461311716, -0.046215827496142045, 0.2175496521092592, 3.951391437464511, 0.009899999999999999
COTY, 0.9028189910979229, 1.1973766234695107, -0.29455763237158783, 0.6393517894549283, 0.679297365119197, 0.17865410034376406, 0.500643264775433, 0.4812650002255615, 0.045700000000000005
CCI, 0.8774830080443811, 1.1759227553980418, -0.29843974735366074, 3.651240575641203, 0.24533228003238342, 0.3369287316452216, -0.09159645161283816, 0.26489166618428117, 0.0414
CSX, 1.0110876451953537, 0.8931013007794028, 0.1179863444159509, 3.4578029824654903, 2.191948658109685, 1.7427233045534662, 0.44922535355621873, 0.8933238016752869, 0.0126
CMI, 1.5726616170512595, 1.6994079440295078, -0.12674632697824828, 2.7557800272283797, -0.3173076923076923, -0.005042831670608715, -0.3122648606370836, 1.7889754666322804, 0.0321
CVS, 1.0189571913338553, 1.1885363936187203, -0.169579202284865, 4.482549690649594, 0.24642857142857144, 0.3893084232959508, -0.14287985186737934, 2.396428577203625, 0.0269
DHI, 6.016922995050822, 6.2096348730006525, -0.19271187794983025, 1.4660606656129929, 0.17161232088457634, -0.08038392697783786, 0.2519962478624142, 2.647866331014253, 0.013500000000000002
DHR, 1.4293762911336936, 2.2518869079741397, -0.8225106168404461, 2.4358301375113447, 0.1469304355902294, 0.21241238113843916, -0.06548194554820977, 0.7470661257707245, 0.0064
DRI, 0.39985554351751534, 1.4192595064861586, -1.0194039629686433, 5.695604509945815, 0.25139896373056997, 1.4765865718805071, -1.225187608149937, 1.9283159236169587, 0.0286
DE, 2.142098267688627, 2.142098267688627, 0.0, 5.029377512777508, 0.419125862635557, 0.419125862635557, 0.0, 1.1053316841838776, 0.0196
DAL, 0.4223334948581274, 0.6173616932359995, -0.19502819837787216, 2.861759245505626, -0.18202606906014177, 0.06027936977804329, -0.24230543883818506, 0.989447231622663, 0.025
XRAY, 2.0979570455735987, 2.276192660588779, -0.17823561501518004, 1.1801669142801243, -4.593648585999073, -1.339041298236357, -3.254607287762716, 0.4616184731714549, 0.0101
DVN, 1.4452488687782805, 1.260509387911391, 0.1847394808668894, -5.220494545693688, 1.739368998628258, 2.5699793866213905, -0.8306103879931326, 0.679821014701757, 0.0097
DLR, 0.712930178481394, 1.1759227553980418, -0.46299257691664786, 2.4198769701475147, -0.4065860526291415, 0.3369287316452216, -0.743514784274363, 0.19891982680231504, 0.0382
DFS, 1.4101703893352167, 0.8608531355395896, 0.549317253795627, 2.1627735894514997, -0.1228583368157125, -0.29894619198377087, 0.17608785516805836, 0.4368543639487035, 0.022799999999999997
DG, 1.4327240446318532, 1.499004493948883, -0.0662804493170297, 4.444515482951167, 0.23005307988838916, 0.4462278680465824, -0.21617478815819322, 2.704469490241965, 0.0104
D, 0.4497716894977169, 0.6374332984974767, -0.18766160899975975, 2.510982576491639, 0.4104882459312839, 0.3800845225216797, 0.030403723409604233, 0.3178572377060258, 0.0475
DOV, 1.3954963747605185, 1.6994079440295078, -0.3039115692689893, 3.3202418038097186, 0.5949651399511094, -0.005042831670608715, 0.6000079716217182, 1.2526870416563354, 0.023
DWDP, 1.9095606246172687, 1.7476662860725092, 0.16189433854475954, 0.9804628082162845, -0.6210263396911898, -0.0025969882390756704, -0.6184293514521142, 0.6125892458761407, 0.026099999999999998
DTE, 1.0956614509246088, 0.8043503902413289, 0.29131106068327983, 1.9549472922383406, 0.3333333333333333, 0.29707526106145066, 0.03625807227188266, 0.5923435883393082, 0.0315
DUK, 0.6772151898734177, 0.6374332984974767, 0.039781891375941014, 1.552059809355999, 0.1908456167571761, 0.3800845225216797, -0.18923890576450358, 0.3105523624278987, 0.0454
DXC, 0.9761469752334552, 1.554371715684612, -0.5782247404511568, 1.4439423921406453, 18.82, 3.489899179315104, 15.330100820684896, 1.0860742188471577, 0.0106
